Row.names,phrog,function,product
virus_comp_4695_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_475_cycle_1_7,863,tail,tail fiber assembly
virus_comp_4763_cycle_1_2,1440,head and packaging,virion structural protein
virus_comp_4826_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_4826_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_4826_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_490_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_490_cycle_1_5,6305,tail,tail protein
virus_comp_490_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_490_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_491_cycle_1_2,17289,unknown function,hypothetical protein
virus_comp_491_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_4933_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_505_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_505_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_5098_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_522_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_5225_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_5321_cycle_1_3,1484,head and packaging,virion structural protein
virus_comp_536_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_536_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_54_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_54_cycle_1_2,94,head and packaging,head maturation protease
virus_comp_5420_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_545_cycle_1_1,31752,head and packaging,virion structural protein
virus_comp_545_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_545_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_5552_cycle_1_1,37948,head and packaging,virion structural protein
virus_comp_5552_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_5583_cycle_1_3,1980,tail,tail fiber protein
virus_comp_561_cycle_1_1,15220,head and packaging,virion structural protein
virus_comp_562_cycle_1_10,155,DNA, RNA and nucleotide metabolism,Erf-like ssDNA annealing protein
virus_comp_562_cycle_1_11,3,transcription regulation,transcriptional repressor
virus_comp_562_cycle_1_9,434,DNA, RNA and nucleotide metabolism,RecE-like recombination exonuclease
virus_comp_5633_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_564_cycle_1_16,20660,tail,tail length tape measure protein
virus_comp_564_cycle_1_17,No_PHROG,unknown function,hypothetical protein
virus_comp_584_cycle_1_1,20660,tail,tail length tape measure protein
virus_comp_586_cycle_1_1,38,head and packaging,terminase large subunit
virus_comp_586_cycle_1_2,645,DNA, RNA and nucleotide metabolism,Rnase E
virus_comp_589_cycle_1_2,6141,unknown function,hypothetical protein
virus_comp_589_cycle_1_63,44,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_590_cycle_2_1,20732,unknown function,hypothetical protein
virus_comp_590_cycle_2_2,No_PHROG,unknown function,hypothetical protein
virus_comp_590_cycle_2_32,No_PHROG,unknown function,hypothetical protein
virus_comp_590_cycle_2_33,No_PHROG,unknown function,hypothetical protein
virus_comp_590_cycle_2_51,20660,tail,tail length tape measure protein
virus_comp_590_cycle_2_55,No_PHROG,unknown function,hypothetical protein
virus_comp_590_cycle_2_56,No_PHROG,unknown function,hypothetical protein
virus_comp_590_cycle_2_57,33450,tail,tail fiber protein
virus_comp_590_cycle_2_58,9703,head and packaging,head decoration
virus_comp_590_cycle_2_59,32409,tail,tail fiber protein
virus_comp_5922_cycle_1_3,199,lysis,holin
virus_comp_593_cycle_1_114,8914,head and packaging,virion structural protein
virus_comp_593_cycle_1_23,No_PHROG,unknown function,hypothetical protein
virus_comp_593_cycle_1_27,No_PHROG,unknown function,hypothetical protein
virus_comp_593_cycle_1_28,No_PHROG,unknown function,hypothetical protein
virus_comp_593_cycle_1_63,No_PHROG,unknown function,hypothetical protein
virus_comp_593_cycle_1_69,No_PHROG,unknown function,hypothetical protein
virus_comp_5946_cycle_1_4,2302,moron, auxiliary metabolic gene and host takeover,phosphoadenosine phosphosulfate reductase
virus_comp_595_cycle_1_1,20660,tail,tail length tape measure protein
virus_comp_597_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_597_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_60_cycle_1_23,3366,unknown function,hypothetical protein
virus_comp_6059_cycle_1_1,1770,DNA, RNA and nucleotide metabolism,Holliday junction resolvase
virus_comp_6059_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_6059_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_6059_cycle_1_4,97,other,UvsX-like recombinase
virus_comp_6059_cycle_1_5,97,other,UvsX-like recombinase
virus_comp_608_cycle_1_6,17327,connector,head-tail connector protein
virus_comp_613_cycle_1_16,vfdb,moron, auxiliary metabolic gene and host takeover,VFDB virulence factor protein
virus_comp_613_cycle_1_18,5499,moron, auxiliary metabolic gene and host takeover,host range and adsorption protein
virus_comp_613_cycle_1_22,No_PHROG,unknown function,hypothetical protein
virus_comp_6161_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_6161_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_62_cycle_1_14,4079,unknown function,hypothetical protein
virus_comp_62_cycle_1_15,15567,unknown function,hypothetical protein
virus_comp_62_cycle_1_16,18141,unknown function,hypothetical protein
virus_comp_62_cycle_1_17,2152,unknown function,hypothetical protein
virus_comp_62_cycle_1_19,No_PHROG,unknown function,hypothetical protein
virus_comp_62_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_62_cycle_1_20,No_PHROG,unknown function,hypothetical protein
virus_comp_62_cycle_1_22,10740,unknown function,hypothetical protein
virus_comp_62_cycle_1_26,15866,unknown function,hypothetical protein
virus_comp_62_cycle_1_29,2834,unknown function,hypothetical protein
virus_comp_62_cycle_1_30,36,transcription regulation,transcriptional regulator
virus_comp_62_cycle_1_32,27480,unknown function,hypothetical protein
virus_comp_62_cycle_1_33,5749,integration and excision,transposase
virus_comp_62_cycle_1_36,5302,tail,tail protein
virus_comp_62_cycle_1_37,1129,lysis,holin
virus_comp_62_cycle_1_38,4105,unknown function,hypothetical protein
virus_comp_62_cycle_1_4,4787,DNA, RNA and nucleotide metabolism,single strand annealing protein
virus_comp_62_cycle_1_47,4372,tail,tail length tape measure protein
virus_comp_62_cycle_1_48,4372,tail,tail length tape measure protein
virus_comp_62_cycle_1_50,6745,lysis,endolysin
virus_comp_62_cycle_1_51,4338,unknown function,hypothetical protein
virus_comp_62_cycle_1_52,4282,unknown function,hypothetical protein
virus_comp_62_cycle_1_53,31690,unknown function,hypothetical protein
virus_comp_62_cycle_1_54,2645,tail,major tail protein
virus_comp_62_cycle_1_55,78,connector,tail terminator
virus_comp_62_cycle_1_56,3332,connector,head-tail adaptor
virus_comp_62_cycle_1_57,31690,unknown function,hypothetical protein
virus_comp_62_cycle_1_58,3270,head and packaging,head maturation protease
virus_comp_62_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_62_cycle_1_7,16983,unknown function,hypothetical protein
virus_comp_62_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_6322_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_6380_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_6380_cycle_1_5,31,tail,central tail fiber J
virus_comp_64_cycle_1_2,5,connector,tail completion or Neck1 protein
virus_comp_6408_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_6408_cycle_1_2,1423,DNA, RNA and nucleotide metabolism,Reverse transcriptase
virus_comp_6408_cycle_1_3,1423,DNA, RNA and nucleotide metabolism,Reverse transcriptase
virus_comp_6559_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_6559_cycle_1_2,291,lysis,endolysin
virus_comp_6559_cycle_1_3,199,lysis,holin
virus_comp_6645_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_67_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_67_cycle_1_12,291,lysis,endolysin
virus_comp_67_cycle_1_15,297,lysis,holin
virus_comp_69_cycle_1_4,94,head and packaging,head maturation protease
virus_comp_6916_cycle_1_1,62,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_6916_cycle_1_3,192,DNA, RNA and nucleotide metabolism,DNA polymerase exonuclease subunit
virus_comp_6916_cycle_1_4,474,other,phosphofructokinase
virus_comp_6955_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_6999_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_7056_cycle_1_2,659,DNA, RNA and nucleotide metabolism,Sak-like ssDNA annealing protein
virus_comp_7064_cycle_1_2,1421,head and packaging,virion structural protein
virus_comp_708_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_708_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_7111_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_713_cycle_1_2,3377,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_713_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_7146_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_720_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_7214_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_1,1,integration and excision,integrase
virus_comp_722_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_38,1373,transcription regulation,transcriptional regulator
virus_comp_722_cycle_1_40,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_46,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_48,2514,DNA, RNA and nucleotide metabolism,DnaD-like helicase loader
virus_comp_722_cycle_1_50,44,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_722_cycle_1_54,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_56,66,integration and excision,excisionase and transcriptional regulator
virus_comp_722_cycle_1_58,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_59,3675,unknown function,hypothetical protein
virus_comp_722_cycle_1_62,No_PHROG,unknown function,hypothetical protein
virus_comp_722_cycle_1_8,5302,tail,tail protein
virus_comp_7248_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_7248_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_7248_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_7271_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_7271_cycle_1_3,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_729_cycle_1_13,4578,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_729_cycle_1_15,No_PHROG,unknown function,hypothetical protein
virus_comp_729_cycle_1_41,2,head and packaging,terminase large subunit
virus_comp_729_cycle_1_44,4478,other,peptidase
virus_comp_729_cycle_1_47,4366,head and packaging,head fiber protein
virus_comp_729_cycle_1_48,541,connector,head-tail adaptor
virus_comp_729_cycle_1_49,541,connector,head-tail adaptor
virus_comp_729_cycle_1_50,556,head and packaging,minor head protein
virus_comp_729_cycle_1_51,556,head and packaging,minor head protein
virus_comp_729_cycle_1_52,820,tail,major tail protein
virus_comp_729_cycle_1_53,4450,unknown function,hypothetical protein
virus_comp_729_cycle_1_54,706,unknown function,hypothetical protein
virus_comp_729_cycle_1_55,No_PHROG,unknown function,hypothetical protein
virus_comp_729_cycle_1_57,33,tail,distal tail protein Dit
virus_comp_729_cycle_1_59,No_PHROG,unknown function,hypothetical protein
virus_comp_729_cycle_1_61,No_PHROG,unknown function,hypothetical protein
virus_comp_729_cycle_1_65,No_PHROG,unknown function,hypothetical protein
virus_comp_73_cycle_1_1,361,head and packaging,terminase small subunit
virus_comp_73_cycle_1_10,5,connector,tail completion or Neck1 protein
virus_comp_73_cycle_1_11,88,tail,major tail protein
virus_comp_73_cycle_1_12,2115,tail,tail protein
virus_comp_73_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_73_cycle_1_14,58,tail,tail length tape measure protein
virus_comp_73_cycle_1_17,5668,tail,tail fiber protein
virus_comp_73_cycle_1_18,10972,tail,tail fiber protein
virus_comp_73_cycle_1_19,No_PHROG,unknown function,hypothetical protein
virus_comp_73_cycle_1_2,9,head and packaging,terminase large subunit
virus_comp_73_cycle_1_3,12,head and packaging,portal protein
virus_comp_73_cycle_1_4,80,head and packaging,head maturation protease
virus_comp_73_cycle_1_5,10,head and packaging,major head protein
virus_comp_73_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_73_cycle_1_7,2550,unknown function,hypothetical protein
virus_comp_73_cycle_1_8,25,connector,head closure Hc1
virus_comp_73_cycle_1_9,78,connector,tail terminator
virus_comp_732_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_11,924,unknown function,hypothetical protein
virus_comp_733_cycle_1_12,3,transcription regulation,transcriptional repressor
virus_comp_733_cycle_1_16,51,head and packaging,terminase small subunit
virus_comp_733_cycle_1_17,2,head and packaging,terminase large subunit
virus_comp_733_cycle_1_19,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_20,940,DNA, RNA and nucleotide metabolism,nuclease
virus_comp_733_cycle_1_21,581,head and packaging,minor head protein
virus_comp_733_cycle_1_22,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_23,172,head and packaging,head scaffolding protein
virus_comp_733_cycle_1_24,10,head and packaging,major head protein
virus_comp_733_cycle_1_25,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_26,541,connector,head-tail adaptor
virus_comp_733_cycle_1_27,25,connector,head closure Hc1
virus_comp_733_cycle_1_28,556,head and packaging,minor head protein
virus_comp_733_cycle_1_29,3266,connector,tail completion
virus_comp_733_cycle_1_30,238,tail,major tail protein
virus_comp_733_cycle_1_31,11299,unknown function,hypothetical protein
virus_comp_733_cycle_1_32,706,unknown function,hypothetical protein
virus_comp_733_cycle_1_37,4440,tail,tail fiber protein
virus_comp_733_cycle_1_38,1535,tail,tail length tape measure protein
virus_comp_733_cycle_1_39,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_40,1535,tail,tail length tape measure protein
virus_comp_733_cycle_1_41,13564,tail,minor tail protein
virus_comp_733_cycle_1_42,400,tail,tail protein
virus_comp_733_cycle_1_44,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_45,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_46,5073,tail,tail fiber protein
virus_comp_733_cycle_1_49,10993,head and packaging,Hoc-like head decoration
virus_comp_733_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_733_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_7391_cycle_1_5,1295,unknown function,hypothetical protein
virus_comp_7421_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_752_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_752_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_7609_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_7718_cycle_1_2,124,DNA, RNA and nucleotide metabolism,Sak4-like ssDNA annealing protein
virus_comp_7900_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_7974_cycle_1_2,80,head and packaging,head maturation protease
virus_comp_7998_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_7998_cycle_1_2,347,connector,tail terminator
virus_comp_7998_cycle_1_4,5377,unknown function,hypothetical protein
virus_comp_7998_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_8065_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_1,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_10,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_11,vfdb,moron, auxiliary metabolic gene and host takeover,VFDB virulence factor protein
virus_comp_808_cycle_4_12,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_13,5131,DNA, RNA and nucleotide metabolism,thymidylate synthase
virus_comp_808_cycle_4_14,12184,other,nucleotide pyrophosphohydrolase
virus_comp_808_cycle_4_15,474,other,phosphofructokinase
virus_comp_808_cycle_4_16,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_17,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_18,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_2,5,connector,tail completion or Neck1 protein
virus_comp_808_cycle_4_20,62,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_808_cycle_4_23,93,DNA, RNA and nucleotide metabolism,endonuclease
virus_comp_808_cycle_4_24,256,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_808_cycle_4_25,256,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_808_cycle_4_26,10285,DNA, RNA and nucleotide metabolism,DNA polymerase
virus_comp_808_cycle_4_27,17,DNA, RNA and nucleotide metabolism,DNA polymerase
virus_comp_808_cycle_4_28,112,DNA, RNA and nucleotide metabolism,Gp2.5-like ssDNA binding protein and ssDNA annealing protein
virus_comp_808_cycle_4_29,69,DNA, RNA and nucleotide metabolism,exonuclease
virus_comp_808_cycle_4_30,5053,unknown function,hypothetical protein
virus_comp_808_cycle_4_31,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_32,4583,transcription regulation,transcriptional repressor
virus_comp_808_cycle_4_33,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_34,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_35,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_36,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_37,894,lysis,endolysin
virus_comp_808_cycle_4_38,199,lysis,holin
virus_comp_808_cycle_4_39,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_40,11226,head and packaging,portal protein
virus_comp_808_cycle_4_41,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_43,94,head and packaging,head maturation protease
virus_comp_808_cycle_4_44,94,head and packaging,head maturation protease
virus_comp_808_cycle_4_45,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_46,25337,tail,tail length tape measure protein
virus_comp_808_cycle_4_47,25337,tail,tail length tape measure protein
virus_comp_808_cycle_4_48,33450,tail,tail fiber protein
virus_comp_808_cycle_4_49,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_50,215,head and packaging,structural protein with Ig domain
virus_comp_808_cycle_4_51,No_PHROG,unknown function,hypothetical protein
virus_comp_808_cycle_4_6,606,head and packaging,terminase small subunit
virus_comp_808_cycle_4_9,No_PHROG,unknown function,hypothetical protein
virus_comp_809_cycle_1_1,20428,connector,tail terminator
virus_comp_809_cycle_1_2,979,head and packaging,terminase large subunit
virus_comp_809_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_809_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_81_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_810_cycle_1_1,199,lysis,holin
virus_comp_811_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_811_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_8145_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_8200_cycle_1_2,14098,tail,tail protein
virus_comp_8201_cycle_1_1,3754,unknown function,hypothetical protein
virus_comp_8201_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_8201_cycle_1_3,1190,transcription regulation,RNA polymerase sigma factor
virus_comp_821_cycle_5_21,No_PHROG,unknown function,hypothetical protein
virus_comp_821_cycle_5_26,No_PHROG,unknown function,hypothetical protein
virus_comp_821_cycle_5_30,No_PHROG,unknown function,hypothetical protein
virus_comp_839_cycle_1_43,No_PHROG,unknown function,hypothetical protein
virus_comp_8430_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_8499_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_85_cycle_1_4,16596,unknown function,hypothetical protein
virus_comp_8506_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_8506_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_852_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_853_cycle_1_43,No_PHROG,unknown function,hypothetical protein
virus_comp_858_cycle_1_17,No_PHROG,unknown function,hypothetical protein
virus_comp_86_cycle_1_3,14985,head and packaging,virion structural protein
virus_comp_86_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_86_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_8676_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_872_cycle_1_42,No_PHROG,unknown function,hypothetical protein
virus_comp_873_cycle_1_6,913,head and packaging,minor head protein
virus_comp_8731_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_8731_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_875_cycle_1_5,19653,head and packaging,minor head protein
virus_comp_876_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_876_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_887_cycle_1_27,No_PHROG,unknown function,hypothetical protein
virus_comp_888_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_8882_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_8889_cycle_1_1,48,tail,tail protein
virus_comp_8889_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_8957_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_9132_cycle_1_4,12,head and packaging,portal protein
virus_comp_921_cycle_1_10,1441,unknown function,hypothetical protein
virus_comp_9222_cycle_1_1,12,head and packaging,portal protein
virus_comp_9222_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_9227_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_932_cycle_1_4,1428,connector,head-tail connector protein
virus_comp_949_cycle_1_6,3389,unknown function,hypothetical protein
virus_comp_952_cycle_1_10,80,head and packaging,head maturation protease
virus_comp_952_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_952_cycle_1_13,119,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_952_cycle_1_14,9,head and packaging,terminase large subunit
virus_comp_952_cycle_1_6,1429,head and packaging,virion structural protein
virus_comp_9681_cycle_1_1,1429,head and packaging,virion structural protein
virus_comp_9712_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_9749_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_9749_cycle_1_4,12,head and packaging,portal protein
virus_comp_975_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_9827_cycle_1_4,1642,head and packaging,virion structural protein
virus_comp_984_cycle_1_36,No_PHROG,unknown function,hypothetical protein
virus_comp_99_cycle_1_1,376,tail,tail protein
virus_comp_99_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_99_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_9910_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_998_cycle_1_1,3677,other,protease
